"product_name","stock_available","predicted_quantity","shortage","peak_month","seasonal_note"
"Prestige Edition 556",614,713,99,"July","Mostly required in July"
"LG Edition 916",107,206,99,"February","Mostly required in February"
"Dell Model 243",762,861,99,"January","Mostly required in January"
"Dell Model 265",517,616,99,"January","Mostly required in January"
"Boat Ultra 642",6,105,99,"September","Mostly required in September"
"Samsung Ultra 725",18,117,99,"February","Mostly required in February"
"HP Series 184",161,260,99,"May","Mostly required in May"
"Puma Ultra 298",174,273,99,"November","Mostly required in November"
"Redmi Edition 942",305,404,99,"September","Mostly required in September"
"Puma Prime 227",457,556,99,"December","Mostly required in December"
"Philips Edition 718",234,333,99,"March","Mostly required in March"
"Whirlpool Ultra 621",674,773,99,"June","Mostly required in June"
"LG Ultra 102",359,458,99,"January","Mostly required in January"
"Prestige Series 511",176,275,99,"April","Mostly required in April"
"Nike Model 449",115,214,99,"April","Mostly required in April"
"HP Prime 878",346,445,99,"March","Mostly required in March"
"Puma Prime 869",91,190,99,"March","Mostly required in March"
"Redmi Series 693",55,154,99,"October","Mostly required in October"
"Samsung Ultra 258",183,282,99,"November","Mostly required in November"
"Nike Edition 306",232,331,99,"May","Mostly required in May"
"Adidas Series 639",517,616,99,"November","Mostly required in November"
"Dell Model 417",34,133,99,"June","Mostly required in June"
"Sony Series 537",19,118,99,"February","Mostly required in February"
"Puma Prime 789",32,131,99,"October","Mostly required in October"
"Whirlpool Model 608",292,391,99,"March","Mostly required in March"
"Adidas Prime 461",129,228,99,"July","Mostly required in July"
"Sony Edition 762",86,185,99,"June","Mostly required in June"
"Prestige Ultra 515",46,145,99,"June","Mostly required in June"
"Reebok Ultra 629",104,203,99,"June","Mostly required in June"
"LG Prime 638",52,151,99,"June","Mostly required in June"
"Apple Model 160",77,176,99,"May","Mostly required in May"
"Boat Edition 107",10,109,99,"May","Mostly required in May"
"Puma Prime 308",199,298,99,"October","Mostly required in October"
"Samsung Edition 14",183,282,99,"November","Mostly required in November"
"Reebok Model 278",118,217,99,"June","Mostly required in June"
"Adidas Edition 857",729,828,99,"September","Mostly required in September"
"Puma Model 739",194,293,99,"December","Mostly required in December"
"Nike Edition 914",226,324,98,"December","Mostly required in December"
"Boat Series 940",161,259,98,"July","Mostly required in July"
"Reebok Prime 350",89,187,98,"October","Mostly required in October"
"Reebok Series 388",519,617,98,"February","Mostly required in February"
"Boat Series 923",119,217,98,"October","Mostly required in October"
"Sony Series 234",161,259,98,"December","Mostly required in December"
"Dell Series 755",6,104,98,"January","Mostly required in January"
"Samsung Series 380",0,98,98,"August","Mostly required in August"
"Apple Edition 523",405,503,98,"May","Mostly required in May"
"Prestige Prime 56",236,334,98,"March","Mostly required in March"
"Adidas Ultra 336",257,355,98,"August","Mostly required in August"
"Whirlpool Series 593",196,294,98,"July","Mostly required in July"
"Sony Model 686",364,462,98,"November","Mostly required in November"
"Samsung Series 836",138,236,98,"December","Mostly required in December"
"Boat Model 576",488,586,98,"July","Mostly required in July"
"Prestige Ultra 681",139,237,98,"April","Mostly required in April"
"Apple Edition 408",218,316,98,"March","Mostly required in March"
"Samsung Model 576",194,292,98,"May","Mostly required in May"
"Sony Ultra 408",147,245,98,"March","Mostly required in March"
"Apple Edition 479",34,132,98,"December","Mostly required in December"
"Redmi Series 943",176,274,98,"June","Mostly required in June"
"Puma Series 313",92,190,98,"October","Mostly required in October"
"Prestige Edition 287",112,210,98,"November","Mostly required in November"
"Nike Model 880",79,177,98,"December","Mostly required in December"
"LG Series 517",503,601,98,"December","Mostly required in December"
"HP Edition 350",13,111,98,"September","Mostly required in September"
"Whirlpool Series 791",231,329,98,"May","Mostly required in May"
"Philips Ultra 561",61,159,98,"November","Mostly required in November"
"Puma Ultra 893",282,380,98,"August","Mostly required in August"
"HP Series 470",30,128,98,"December","Mostly required in December"
"Apple Edition 951",27,125,98,"July","Mostly required in July"
"Samsung Prime 452",783,881,98,"January","Mostly required in January"
"Puma Ultra 806",201,299,98,"October","Mostly required in October"
"Philips Edition 524",8,106,98,"November","Mostly required in November"
"Redmi Series 554",137,235,98,"September","Mostly required in September"
"Whirlpool Series 137",230,328,98,"February","Mostly required in February"
"Puma Ultra 380",151,249,98,"March","Mostly required in March"
"Adidas Series 656",409,507,98,"June","Mostly required in June"
"Philips Edition 431",53,151,98,"May","Mostly required in May"
"Redmi Model 914",279,377,98,"February","Mostly required in February"
"HP Edition 638",143,241,98,"July","Mostly required in July"
"LG Ultra 402",160,258,98,"September","Mostly required in September"
"Whirlpool Edition 378",529,627,98,"May","Mostly required in May"
"Adidas Ultra 560",643,740,97,"September","Mostly required in September"
"Reebok Edition 679",340,437,97,"October","Mostly required in October"
"Nike Series 566",233,330,97,"May","Mostly required in May"
"Nike Edition 689",312,409,97,"May","Mostly required in May"
"Nike Series 315",238,335,97,"February","Mostly required in February"
"Boat Series 694",6,103,97,"August","Mostly required in August"
"Whirlpool Series 860",9,106,97,"July","Mostly required in July"
"Redmi Edition 529",682,779,97,"January","Mostly required in January"
"LG Model 83",86,183,97,"January","Mostly required in January"
"Dell Prime 858",115,212,97,"March","Mostly required in March"
"HP Edition 776",341,438,97,"January","Mostly required in January"
"Nike Prime 116",45,142,97,"February","Mostly required in February"
"LG Model 503",41,138,97,"April","Mostly required in April"
"Boat Edition 136",109,206,97,"December","Mostly required in December"
"Prestige Ultra 943",68,165,97,"November","Mostly required in November"
"Boat Prime 593",20,117,97,"August","Mostly required in August"
"Puma Edition 520",58,155,97,"March","Mostly required in March"
"Prestige Ultra 633",359,456,97,"March","Mostly required in March"
"LG Model 820",106,203,97,"November","Mostly required in November"
"Samsung Model 358",39,136,97,"February","Mostly required in February"
"Sony Edition 373",326,423,97,"March","Mostly required in March"
"Philips Prime 296",47,144,97,"July","Mostly required in July"
"Dell Series 553",144,241,97,"October","Mostly required in October"
"Adidas Ultra 399",347,444,97,"April","Mostly required in April"
"Dell Model 340",314,411,97,"July","Mostly required in July"
"Dell Edition 606",8,105,97,"July","Mostly required in July"
"Redmi Series 351",764,861,97,"January","Mostly required in January"
"Reebok Series 927",248,345,97,"February","Mostly required in February"
"Whirlpool Prime 33",8,105,97,"December","Mostly required in December"
"Redmi Edition 61",179,276,97,"November","Mostly required in November"
"Prestige Series 704",684,781,97,"January","Mostly required in January"
"Reebok Series 247",135,232,97,"January","Mostly required in January"
"HP Edition 679",65,162,97,"April","Mostly required in April"
"Sony Edition 226",594,691,97,"February","Mostly required in February"
"HP Series 487",6,103,97,"September","Mostly required in September"
"Adidas Edition 746",266,363,97,"May","Mostly required in May"
"Nike Ultra 995",270,367,97,"November","Mostly required in November"
"Dell Prime 473",162,259,97,"November","Mostly required in November"
"HP Edition 552",273,370,97,"October","Mostly required in October"
"Prestige Model 265",82,179,97,"June","Mostly required in June"
"Whirlpool Edition 605",58,155,97,"June","Mostly required in June"
"Puma Ultra 406",89,186,97,"December","Mostly required in December"
"Samsung Edition 394",662,758,96,"June","Mostly required in June"
"Samsung Edition 748",42,138,96,"February","Mostly required in February"
"Adidas Prime 968",198,294,96,"October","Mostly required in October"
"HP Prime 148",26,122,96,"May","Mostly required in May"
"Philips Ultra 275",499,595,96,"August","Mostly required in August"
"Prestige Edition 435",188,284,96,"May","Mostly required in May"
"Dell Prime 745",273,369,96,"January","Mostly required in January"
"Nike Edition 506",261,357,96,"March","Mostly required in March"
"Apple Ultra 864",227,323,96,"April","Mostly required in April"
"Prestige Prime 576",111,207,96,"December","Mostly required in December"
"Dell Model 899",3,99,96,"May","Mostly required in May"
"Adidas Model 843",183,279,96,"March","Mostly required in March"
"Dell Series 166",258,354,96,"April","Mostly required in April"
"HP Prime 395",273,369,96,"January","Mostly required in January"
"HP Prime 768",498,594,96,"July","Mostly required in July"
"Adidas Edition 230",27,123,96,"August","Mostly required in August"
"Adidas Series 329",70,166,96,"July","Mostly required in July"
"Dell Series 488",167,263,96,"October","Mostly required in October"
"Nike Edition 980",313,409,96,"September","Mostly required in September"
"Adidas Edition 827",1,97,96,"September","Mostly required in September"
"Redmi Ultra 240",69,165,96,"March","Mostly required in March"
"Apple Model 276",8,104,96,"August","Mostly required in August"
"Whirlpool Series 599",101,197,96,"March","Mostly required in March"
"LG Series 899",0,96,96,"June","Mostly required in June"
"Reebok Series 126",13,109,96,"July","Mostly required in July"
"Sony Model 111",65,161,96,"December","Mostly required in December"
"Samsung Series 383",174,270,96,"December","Mostly required in December"
"Puma Model 176",124,220,96,"April","Mostly required in April"
"Redmi Ultra 680",712,808,96,"December","Mostly required in December"
"Redmi Prime 745",318,414,96,"August","Mostly required in August"
"Sony Ultra 174",161,257,96,"May","Mostly required in May"
"Boat Series 906",165,261,96,"November","Mostly required in November"
"Redmi Edition 430",164,260,96,"November","Mostly required in November"
"Apple Edition 83",212,308,96,"January","Mostly required in January"
"Redmi Ultra 923",110,206,96,"February","Mostly required in February"
"LG Series 140",237,333,96,"October","Mostly required in October"
"Redmi Model 196",844,940,96,"July","Mostly required in July"
"LG Model 873",64,160,96,"October","Mostly required in October"
"Nike Prime 365",320,416,96,"June","Mostly required in June"
"Whirlpool Prime 778",178,274,96,"September","Mostly required in September"
"Philips Series 838",373,469,96,"October","Mostly required in October"
"Prestige Ultra 835",26,122,96,"April","Mostly required in April"
"Philips Edition 137",58,154,96,"June","Mostly required in June"
"Sony Ultra 86",109,205,96,"February","Mostly required in February"
"Samsung Ultra 55",100,196,96,"June","Mostly required in June"
"Boat Series 842",166,262,96,"January","Mostly required in January"
"Boat Ultra 458",180,276,96,"August","Mostly required in August"
"Nike Edition 38",349,445,96,"March","Mostly required in March"
"Whirlpool Model 16",316,411,95,"May","Mostly required in May"
"Boat Series 971",62,157,95,"June","Mostly required in June"
"Samsung Model 768",52,147,95,"June","Mostly required in June"
"Boat Edition 533",273,368,95,"December","Mostly required in December"
"Philips Prime 782",220,315,95,"January","Mostly required in January"
